year,WEO.Subject.Code,Country.Group.Name,Units,Scale,Subject.Descriptor,vintage,value,location
2022,GGXWDN_NGDP,Euro area,Percent of GDP,,General government net debt,2018,60.719,Euro area
2022,GGXWDG_NGDP,Euro area,Percent of GDP,,General government gross debt,2018,74.264,Euro area
2022,BCA_NGDPD,Euro area,Percent of GDP,,Current account balance,2018,2.94,Euro area
2022,NGDP_RPCH,Major advanced economies (G7),Percent change,,"Gross domestic product, constant prices",2018,1.32,Major advanced economies (G7)
2022,NGDPD,Major advanced economies (G7),U.S. dollars,Billions,"Gross domestic product, current prices",2018,46224.29,Major advanced economies (G7)
2022,PPPGDP,Major advanced economies (G7),Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,46765.443,Major advanced economies (G7)
2022,NGDPRPPPPC,Major advanced economies (G7),Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,49466.61,Major advanced economies (G7)
2022,PPPPC,Major advanced economies (G7),Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,59975.739,Major advanced economies (G7)
2022,NGAP_NPGDP,Major advanced economies (G7),Percent of potential GDP,,Output gap,2018,0.834,Major advanced economies (G7)
2022,NID_NGDP,Major advanced economies (G7),Percent of GDP,,Investment,2018,21.36,Major advanced economies (G7)
2022,NGSD_NGDP,Major advanced economies (G7),Percent of GDP,,Gross national savings,2018,20.788,Major advanced economies (G7)
2022,PCPIPCH,Major advanced economies (G7),Percent change,,"Inflation, average consumer prices",2018,1.959,Major advanced economies (G7)
2022,LUR,Major advanced economies (G7),Percent of total labor force,,Unemployment rate,2018,4.396,Major advanced economies (G7)
2022,GGR_NGDP,Major advanced economies (G7),Percent of GDP,,General government revenue,2018,36.426,Major advanced economies (G7)
2022,GGX_NGDP,Major advanced economies (G7),Percent of GDP,,General government total expenditure,2018,39.473,Major advanced economies (G7)
2022,GGXCNL_NGDP,Major advanced economies (G7),Percent of GDP,,General government net lending/borrowing,2018,-3.047,Major advanced economies (G7)
2022,GGSB_NPGDP,Major advanced economies (G7),Percent of potential GDP,,General government structural balance,2018,-3.412,Major advanced economies (G7)
2022,GGXONLB_NGDP,Major advanced economies (G7),Percent of GDP,,General government primary net lending/borrowing,2018,-0.825,Major advanced economies (G7)
2022,GGXWDN_NGDP,Major advanced economies (G7),Percent of GDP,,General government net debt,2018,85.864,Major advanced economies (G7)
2022,GGXWDG_NGDP,Major advanced economies (G7),Percent of GDP,,General government gross debt,2018,116.316,Major advanced economies (G7)
2022,BCA_NGDPD,Major advanced economies (G7),Percent of GDP,,Current account balance,2018,-0.574,Major advanced economies (G7)
2022,BM,Major advanced economies (G7),U.S. dollars,Billions,Imports of goods and services,2018,10728.949,Major advanced economies (G7)
2022,BX,Major advanced economies (G7),U.S. dollars,Billions,Exports of goods and services,2018,10290.019,Major advanced economies (G7)
2022,BF,Major advanced economies (G7),U.S. dollars,Billions,Financial account balance,2018,-330.892,Major advanced economies (G7)
2022,BFD,Major advanced economies (G7),U.S. dollars,Billions,"Direct investment, net",2018,252.193,Major advanced economies (G7)
2022,BFP,Major advanced economies (G7),U.S. dollars,Billions,"Portfolio investment, net",2018,-334.361,Major advanced economies (G7)
2022,BFF,Major advanced economies (G7),U.S. dollars,Billions,"Financial derivatives, net",2018,126.732,Major advanced economies (G7)
2022,BFO,Major advanced economies (G7),U.S. dollars,Billions,"Other investment, net",2018,-402.838,Major advanced economies (G7)
2022,BFRA,Major advanced economies (G7),U.S. dollars,Billions,Change in reserves,2018,27.442,Major advanced economies (G7)
2022,NGDP_RPCH,Other advanced economies (Advanced economies excluding G7 and euro area),Percent change,,"Gross domestic product, constant prices",2018,2.382,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,NGDPD,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Gross domestic product, current prices",2018,9272.031,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,PPPGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,10314.814,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,NGDPRPPPPC,Other advanced economies (Advanced economies excluding G7 and euro area),Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,47994.671,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,PPPPC,Other advanced economies (Advanced economies excluding G7 and euro area),Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,58191.087,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,NID_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Investment,2018,25.442,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,NGSD_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Gross national savings,2018,30.179,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,PCPIPCH,Other advanced economies (Advanced economies excluding G7 and euro area),Percent change,,"Inflation, average consumer prices",2018,1.996,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,LUR,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of total labor force,,Unemployment rate,2018,3.899,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,GGR_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government revenue,2018,32.539,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,GGX_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government total expenditure,2018,31.737,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,GGXCNL_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government net lending/borrowing,2018,0.803,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,GGXWDG_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government gross debt,2018,36.417,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BCA_NGDPD,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Current account balance,2018,4.799,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BM,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Imports of goods and services,2018,4785.717,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BX,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Exports of goods and services,2018,5322.562,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BF,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Financial account balance,2018,427.353,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BFD,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Direct investment, net",2018,-65.599,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BFP,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Portfolio investment, net",2018,378.471,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BFF,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Financial derivatives, net",2018,-41.408,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BFO,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Other investment, net",2018,96.141,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,BFRA,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Change in reserves,2018,67.524,Other advanced economies (Advanced economies excluding G7 and euro area)
2022,NGDP_RPCH,European Union,Percent change,,"Gross domestic product, constant prices",2018,1.666,European Union
2022,NGDPD,European Union,U.S. dollars,Billions,"Gross domestic product, current prices",2018,23345.528,European Union
2022,PPPGDP,European Union,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,25533.781,European Union
2022,NGDPRPPPPC,European Union,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,41049.975,European Union
2022,PPPPC,European Union,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,49770.998,European Union
2022,NID_NGDP,European Union,Percent of GDP,,Investment,2018,21.291,European Union
2022,NGSD_NGDP,European Union,Percent of GDP,,Gross national savings,2018,23.512,European Union
2022,PCPIPCH,European Union,Percent change,,"Inflation, average consumer prices",2018,2.121,European Union
2022,GGR_NGDP,European Union,Percent of GDP,,General government revenue,2018,43.876,European Union
2022,GGX_NGDP,European Union,Percent of GDP,,General government total expenditure,2018,44.045,European Union
2022,GGXCNL_NGDP,European Union,Percent of GDP,,General government net lending/borrowing,2018,-0.169,European Union
2022,GGXONLB_NGDP,European Union,Percent of GDP,,General government primary net lending/borrowing,2018,1.36,European Union
2022,GGXWDN_NGDP,European Union,Percent of GDP,,General government net debt,2018,60.267,European Union
2022,GGXWDG_NGDP,European Union,Percent of GDP,,General government gross debt,2018,72.416,European Union
2022,BCA_NGDPD,European Union,Percent of GDP,,Current account balance,2018,2.22,European Union
2022,NGDP_RPCH,Emerging market and developing economies,Percent change,,"Gross domestic product, constant prices",2018,5.01,Emerging market and developing economies
2022,NGDPD,Emerging market and developing economies,U.S. dollars,Billions,"Gross domestic product, current prices",2018,46961.978,Emerging market and developing economies
2022,PPPGDP,Emerging market and developing economies,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,105051.041,Emerging market and developing economies
2022,NGDPRPPPPC,Emerging market and developing economies,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,12896.972,Emerging market and developing economies
2022,PPPPC,Emerging market and developing economies,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,15636.92,Emerging market and developing economies
2022,NID_NGDP,Emerging market and developing economies,Percent of GDP,,Investment,2018,33,Emerging market and developing economies
2022,NGSD_NGDP,Emerging market and developing economies,Percent of GDP,,Gross national savings,2018,32.429,Emerging market and developing economies
2022,PCPIPCH,Emerging market and developing economies,Percent change,,"Inflation, average consumer prices",2018,4.069,Emerging market and developing economies
2022,GGR_NGDP,Emerging market and developing economies,Percent of GDP,,General government revenue,2018,25.63,Emerging market and developing economies
2022,GGX_NGDP,Emerging market and developing economies,Percent of GDP,,General government total expenditure,2018,29.453,Emerging market and developing economies
2022,GGXCNL_NGDP,Emerging market and developing economies,Percent of GDP,,General government net lending/borrowing,2018,-3.818,Emerging market and developing economies
2022,GGXONLB_NGDP,Emerging market and developing economies,Percent of GDP,,General government primary net lending/borrowing,2018,-1.665,Emerging market and developing economies
2022,GGXWDG_NGDP,Emerging market and developing economies,Percent of GDP,,General government gross debt,2018,55.791,Emerging market and developing economies
2022,BCA_NGDPD,Emerging market and developing economies,Percent of GDP,,Current account balance,2018,-0.586,Emerging market and developing economies
2022,NGDP_RPCH,Commonwealth of Independent States,Percent change,,"Gross domestic product, constant prices",2018,2.271,Commonwealth of Independent States
2022,NGDPD,Commonwealth of Independent States,U.S. dollars,Billions,"Gross domestic product, current prices",2018,2600.65,Commonwealth of Independent States
2022,PPPGDP,Commonwealth of Independent States,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,6977.17,Commonwealth of Independent States
2022,NGDPRPPPPC,Commonwealth of Independent States,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,19747.973,Commonwealth of Independent States
2022,PPPPC,Commonwealth of Independent States,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,23943.408,Commonwealth of Independent States
2022,NID_NGDP,Commonwealth of Independent States,Percent of GDP,,Investment,2018,24.208,Commonwealth of Independent States
2022,NGSD_NGDP,Commonwealth of Independent States,Percent of GDP,,Gross national savings,2018,26.31,Commonwealth of Independent States
2022,PCPIPCH,Commonwealth of Independent States,Percent change,,"Inflation, average consumer prices",2018,4.315,Commonwealth of Independent States
2022,GGR_NGDP,Commonwealth of Independent States,Percent of GDP,,General government revenue,2018,31.69,Commonwealth of Independent States
2022,GGX_NGDP,Commonwealth of Independent States,Percent of GDP,,General government total expenditure,2018,31.63,Commonwealth of Independent States
2022,GGXCNL_NGDP,Commonwealth of Independent States,Percent of GDP,,General government net lending/borrowing,2018,0.06,Commonwealth of Independent States
2022,GGXONLB_NGDP,Commonwealth of Independent States,Percent of GDP,,General government primary net lending/borrowing,2018,0.966,Commonwealth of Independent States
2022,GGXWDG_NGDP,Commonwealth of Independent States,Percent of GDP,,General government gross debt,2018,25.972,Commonwealth of Independent States
2022,BCA_NGDPD,Commonwealth of Independent States,Percent of GDP,,Current account balance,2018,1.892,Commonwealth of Independent States
2022,NGDP_RPCH,Emerging and developing Asia,Percent change,,"Gross domestic product, constant prices",2018,6.288,Emerging and developing Asia
2022,NGDPD,Emerging and developing Asia,U.S. dollars,Billions,"Gross domestic product, current prices",2018,28367.88,Emerging and developing Asia
2022,PPPGDP,Emerging and developing Asia,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,62155.37,Emerging and developing Asia
2022,NGDPRPPPPC,Emerging and developing Asia,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,13690.426,Emerging and developing Asia
2022,PPPPC,Emerging and developing Asia,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,16598.943,Emerging and developing Asia
2022,NID_NGDP,Emerging and developing Asia,Percent of GDP,,Investment,2018,39.106,Emerging and developing Asia
2022,NGSD_NGDP,Emerging and developing Asia,Percent of GDP,,Gross national savings,2018,39.277,Emerging and developing Asia
2022,PCPIPCH,Emerging and developing Asia,Percent change,,"Inflation, average consumer prices",2018,3.425,Emerging and developing Asia
2022,GGR_NGDP,Emerging and developing Asia,Percent of GDP,,General government revenue,2018,24.633,Emerging and developing Asia
2022,GGX_NGDP,Emerging and developing Asia,Percent of GDP,,General government total expenditure,2018,28.972,Emerging and developing Asia
2022,GGXCNL_NGDP,Emerging and developing Asia,Percent of GDP,,General government net lending/borrowing,2018,-4.339,Emerging and developing Asia
2022,GGXONLB_NGDP,Emerging and developing Asia,Percent of GDP,,General government primary net lending/borrowing,2018,-2.565,Emerging and developing Asia
2022,GGXWDG_NGDP,Emerging and developing Asia,Percent of GDP,,General government gross debt,2018,59.565,Emerging and developing Asia
2022,BCA_NGDPD,Emerging and developing Asia,Percent of GDP,,Current account balance,2018,0.162,Emerging and developing Asia
2022,NGDP_RPCH,Emerging and developing Europe,Percent change,,"Gross domestic product, constant prices",2018,3.225,Emerging and developing Europe
2022,NGDPD,Emerging and developing Europe,U.S. dollars,Billions,"Gross domestic product, current prices",2018,2736.859,Emerging and developing Europe
2022,PPPGDP,Emerging and developing Europe,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,5998.836,Emerging and developing Europe
2022,NGDPRPPPPC,Emerging and developing Europe,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,27282.344,Emerging and developing Europe
2022,PPPPC,Emerging and developing Europe,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,33078.449,Emerging and developing Europe
2022,NID_NGDP,Emerging and developing Europe,Percent of GDP,,Investment,2018,26.054,Emerging and developing Europe
2022,NGSD_NGDP,Emerging and developing Europe,Percent of GDP,,Gross national savings,2018,23.688,Emerging and developing Europe
2022,PCPIPCH,Emerging and developing Europe,Percent change,,"Inflation, average consumer prices",2018,5.193,Emerging and developing Europe
2022,GGR_NGDP,Emerging and developing Europe,Percent of GDP,,General government revenue,2018,35.226,Emerging and developing Europe
2022,GGX_NGDP,Emerging and developing Europe,Percent of GDP,,General government total expenditure,2018,37.131,Emerging and developing Europe
2022,GGXCNL_NGDP,Emerging and developing Europe,Percent of GDP,,General government net lending/borrowing,2018,-1.905,Emerging and developing Europe
2022,GGXONLB_NGDP,Emerging and developing Europe,Percent of GDP,,General government primary net lending/borrowing,2018,-0.074,Emerging and developing Europe
2022,GGXWDN_NGDP,Emerging and developing Europe,Percent of GDP,,General government net debt,2018,33.645,Emerging and developing Europe
2022,GGXWDG_NGDP,Emerging and developing Europe,Percent of GDP,,General government gross debt,2018,39.056,Emerging and developing Europe
2022,BCA_NGDPD,Emerging and developing Europe,Percent of GDP,,Current account balance,2018,-2.509,Emerging and developing Europe
2022,NGDP_RPCH,ASEAN-5,Percent change,,"Gross domestic product, constant prices",2018,5.443,ASEAN-5
2022,NGDPD,ASEAN-5,U.S. dollars,Billions,"Gross domestic product, current prices",2018,3395.896,ASEAN-5
2022,PPPGDP,ASEAN-5,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,9954.027,ASEAN-5
2022,NGDPRPPPPC,ASEAN-5,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,13750.655,ASEAN-5
2022,PPPPC,ASEAN-5,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,16671.967,ASEAN-5
2022,NID_NGDP,ASEAN-5,Percent of GDP,,Investment,2018,30.755,ASEAN-5
2022,NGSD_NGDP,ASEAN-5,Percent of GDP,,Gross national savings,2018,31.017,ASEAN-5
2022,PCPIPCH,ASEAN-5,Percent change,,"Inflation, average consumer prices",2018,2.898,ASEAN-5
2022,GGR_NGDP,ASEAN-5,Percent of GDP,,General government revenue,2018,18.006,ASEAN-5
2022,GGX_NGDP,ASEAN-5,Percent of GDP,,General government total expenditure,2018,20.16,ASEAN-5
2022,GGXCNL_NGDP,ASEAN-5,Percent of GDP,,General government net lending/borrowing,2018,-2.154,ASEAN-5
2022,GGXONLB_NGDP,ASEAN-5,Percent of GDP,,General government primary net lending/borrowing,2018,-0.54,ASEAN-5
2022,GGXWDG_NGDP,ASEAN-5,Percent of GDP,,General government gross debt,2018,39.115,ASEAN-5
2022,BCA_NGDPD,ASEAN-5,Percent of GDP,,Current account balance,2018,0.262,ASEAN-5
2022,NGDP_RPCH,Latin America and the Caribbean,Percent change,,"Gross domestic product, constant prices",2018,2.798,Latin America and the Caribbean
2022,NGDPD,Latin America and the Caribbean,U.S. dollars,Billions,"Gross domestic product, current prices",2018,6860.375,Latin America and the Caribbean
2022,PPPGDP,Latin America and the Caribbean,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,12279.738,Latin America and the Caribbean
2022,NGDPRPPPPC,Latin America and the Caribbean,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,15579.272,Latin America and the Caribbean
2022,PPPPC,Latin America and the Caribbean,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,18889.071,Latin America and the Caribbean
2022,NID_NGDP,Latin America and the Caribbean,Percent of GDP,,Investment,2018,20.9,Latin America and the Caribbean
2022,NGSD_NGDP,Latin America and the Caribbean,Percent of GDP,,Gross national savings,2018,18.436,Latin America and the Caribbean
2022,PCPIPCH,Latin America and the Caribbean,Percent change,,"Inflation, average consumer prices",2018,3.444,Latin America and the Caribbean
2022,GGR_NGDP,Latin America and the Caribbean,Percent of GDP,,General government revenue,2018,26.156,Latin America and the Caribbean
2022,GGX_NGDP,Latin America and the Caribbean,Percent of GDP,,General government total expenditure,2018,30.629,Latin America and the Caribbean
2022,GGXCNL_NGDP,Latin America and the Caribbean,Percent of GDP,,General government net lending/borrowing,2018,-4.474,Latin America and the Caribbean
2022,GGXONLB_NGDP,Latin America and the Caribbean,Percent of GDP,,General government primary net lending/borrowing,2018,0.03,Latin America and the Caribbean
2022,GGXWDG_NGDP,Latin America and the Caribbean,Percent of GDP,,General government gross debt,2018,66.539,Latin America and the Caribbean
2022,BCA_NGDPD,Latin America and the Caribbean,Percent of GDP,,Current account balance,2018,-2.435,Latin America and the Caribbean
2022,NGDP_RPCH,"Middle East, North Africa, Afghanistan, and Pakistan",Percent change,,"Gross domestic product, constant prices",2018,3.68,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,NGDPD,"Middle East, North Africa, Afghanistan, and Pakistan",U.S. dollars,Billions,"Gross domestic product, current prices",2018,4056.367,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,PPPGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,12589.092,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,NGDPRPPPPC,"Middle East, North Africa, Afghanistan, and Pakistan",Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,13768.288,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,PPPPC,"Middle East, North Africa, Afghanistan, and Pakistan",Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,16693.347,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,NID_NGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,Investment,2018,26.794,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,NGSD_NGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,Gross national savings,2018,26.199,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,PCPIPCH,"Middle East, North Africa, Afghanistan, and Pakistan",Percent change,,"Inflation, average consumer prices",2018,5.735,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,GGR_NGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,General government revenue,2018,26.242,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,GGX_NGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,General government total expenditure,2018,29.352,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,GGXCNL_NGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,General government net lending/borrowing,2018,-3.057,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,GGXONLB_NGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,General government primary net lending/borrowing,2018,-1.373,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,GGXWDG_NGDP,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,General government gross debt,2018,47.83,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,BCA_NGDPD,"Middle East, North Africa, Afghanistan, and Pakistan",Percent of GDP,,Current account balance,2018,-1.448,"Middle East, North Africa, Afghanistan, and Pakistan"
2022,NGDP_RPCH,Middle East and North Africa,Percent change,,"Gross domestic product, constant prices",2018,3.494,Middle East and North Africa
2022,NGDPD,Middle East and North Africa,U.S. dollars,Billions,"Gross domestic product, current prices",2018,3608.323,Middle East and North Africa
2022,PPPGDP,Middle East and North Africa,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,11005.722,Middle East and North Africa
2022,NGDPRPPPPC,Middle East and North Africa,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,18194.14,Middle East and North Africa
2022,PPPPC,Middle East and North Africa,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,22059.466,Middle East and North Africa
2022,NID_NGDP,Middle East and North Africa,Percent of GDP,,Investment,2018,28.216,Middle East and North Africa
2022,NGSD_NGDP,Middle East and North Africa,Percent of GDP,,Gross national savings,2018,27.84,Middle East and North Africa
2022,PCPIPCH,Middle East and North Africa,Percent change,,"Inflation, average consumer prices",2018,5.842,Middle East and North Africa
2022,GGR_NGDP,Middle East and North Africa,Percent of GDP,,General government revenue,2018,27.419,Middle East and North Africa
2022,GGX_NGDP,Middle East and North Africa,Percent of GDP,,General government total expenditure,2018,30.247,Middle East and North Africa
2022,GGXCNL_NGDP,Middle East and North Africa,Percent of GDP,,General government net lending/borrowing,2018,-2.765,Middle East and North Africa
2022,GGXONLB_NGDP,Middle East and North Africa,Percent of GDP,,General government primary net lending/borrowing,2018,-1.411,Middle East and North Africa
2022,GGXWDG_NGDP,Middle East and North Africa,Percent of GDP,,General government gross debt,2018,45.973,Middle East and North Africa
2022,BCA_NGDPD,Middle East and North Africa,Percent of GDP,,Current account balance,2018,-1.144,Middle East and North Africa
2022,NGDP_RPCH,Sub-Saharan Africa,Percent change,,"Gross domestic product, constant prices",2018,3.887,Sub-Saharan Africa
2022,NGDPD,Sub-Saharan Africa,U.S. dollars,Billions,"Gross domestic product, current prices",2018,2339.847,Sub-Saharan Africa
2022,PPPGDP,Sub-Saharan Africa,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,5050.836,Sub-Saharan Africa
2022,NGDPRPPPPC,Sub-Saharan Africa,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,3799.134,Sub-Saharan Africa
2022,PPPPC,Sub-Saharan Africa,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,4606.256,Sub-Saharan Africa
2022,NID_NGDP,Sub-Saharan Africa,Percent of GDP,,Investment,2018,21.29,Sub-Saharan Africa
2022,NGSD_NGDP,Sub-Saharan Africa,Percent of GDP,,Gross national savings,2018,18.108,Sub-Saharan Africa
2022,PCPIPCH,Sub-Saharan Africa,Percent change,,"Inflation, average consumer prices",2018,7.637,Sub-Saharan Africa
2022,GGR_NGDP,Sub-Saharan Africa,Percent of GDP,,General government revenue,2018,17.149,Sub-Saharan Africa
2022,GGX_NGDP,Sub-Saharan Africa,Percent of GDP,,General government total expenditure,2018,20.61,Sub-Saharan Africa
2022,GGXCNL_NGDP,Sub-Saharan Africa,Percent of GDP,,General government net lending/borrowing,2018,-3.46,Sub-Saharan Africa
2022,GGXONLB_NGDP,Sub-Saharan Africa,Percent of GDP,,General government primary net lending/borrowing,2018,-0.96,Sub-Saharan Africa
2022,GGXWDG_NGDP,Sub-Saharan Africa,Percent of GDP,,General government gross debt,2018,44.902,Sub-Saharan Africa
2022,BCA_NGDPD,Sub-Saharan Africa,Percent of GDP,,Current account balance,2018,-3.255,Sub-Saharan Africa
2023,NGDP_RPCH,World,Percent change,,"Gross domestic product, constant prices",2018,3.705,World
2023,NGDP_RPCHMK,World,Percent change (market exchange rates),,"Gross domestic product, constant prices",2018,2.866,World
2023,NGDPD,World,U.S. dollars,Billions,"Gross domestic product, current prices",2018,114353.192,World
2023,PPPGDP,World,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,178018.355,World
2023,NID_NGDP,World,Percent of GDP,,Investment,2018,26.819,World
2023,NGSD_NGDP,World,Percent of GDP,,Gross national savings,2018,26.905,World
2023,PCPIPCH,World,Percent change,,"Inflation, average consumer prices",2018,3.309,World
2023,BCA_NGDPD,Euro area,Percent of GDP,,Current account balance,2018,2.913,Euro area
2023,NGDP_RPCH,Advanced economies,Percent change,,"Gross domestic product, constant prices",2018,1.502,Advanced economies
2023,NGDPD,Advanced economies,U.S. dollars,Billions,"Gross domestic product, current prices",2018,63840.177,Advanced economies
2023,PPPGDP,Advanced economies,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,65840.232,Advanced economies
2023,NGDPRPPPPC,Advanced economies,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,48878.845,Advanced economies
2023,PPPPC,Advanced economies,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,60294.19,Advanced economies
2023,NID_NGDP,Advanced economies,Percent of GDP,,Investment,2018,22.128,Advanced economies
2023,NGSD_NGDP,Advanced economies,Percent of GDP,,Gross national savings,2018,22.755,Advanced economies
2023,PCPIPCH,Advanced economies,Percent change,,"Inflation, average consumer prices",2018,2.012,Advanced economies
2023,LUR,Advanced economies,Percent of total labor force,,Unemployment rate,2018,4.927,Advanced economies
2023,GGR_NGDP,Advanced economies,Percent of GDP,,General government revenue,2018,36.456,Advanced economies
2023,GGX_NGDP,Advanced economies,Percent of GDP,,General government total expenditure,2018,38.455,Advanced economies
2023,GGXCNL_NGDP,Advanced economies,Percent of GDP,,General government net lending/borrowing,2018,-1.999,Advanced economies
2023,GGXONLB_NGDP,Advanced economies,Percent of GDP,,General government primary net lending/borrowing,2018,-0.134,Advanced economies
